,Depth,Initial Condition,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
0,0,300,300.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
1,1,300,300.0,300.0,600.0,780.0,900.0,986.4,1052.1599999999999,1104.288,1146.8928,1182.5472,1212.950784,1239.2772096,1262.36786688,1282.845431808,1301.1832381440001,1317.7491773030401,1332.834389016576,1346.6726021234688,1359.453574272123,1371.332710066422,1382.4381379476456,1392.87604992429,1402.73481981028,1412.0882382481411,1420.9980920244436,1429.5162448310869,1437.6863310653032,1445.5451440927632,1453.1237799189068,1460.4485829352752,1467.5419301763343,1474.422882993014,1481.1077293701728,1487.6104357377599,1493.9430236888625,1500.1158842793293,1506.1380403755525,1512.0173657202854,1517.7607679143098,1523.3743412994418,1528.8634947261774,1534.2330583584437,1539.4873729777776,1544.630364675096,1549.6656073400711,1554.5963749595935,1559.425685404478,1564.1563371063066,1568.790939794944,1573.3319402741338,1577.781644051383,1582.1422335037387,1586.4157831486832,1590.604272495538,1594.709596874402,1598.7335765742241,1602.6779645669603,1606.544453049138,1610.33467899404,1614.050228875897,1617.6926427009023,1621.2634174576642,1624.7640100811757,1628.1958400089036,1631.5602913946675,1634.8587150351816,1638.0924300551183,1641.2627253890162,1644.3708610920703,1647.418069506583,1650.4055563064712,1653.3345014385611,1656.2060599763308,1659.0213628992205,1661.7815178084784,1664.4876095887366,1667.1407010230168,1669.741833367618,1672.2920268923058,1674.792281390344,1677.24357666219,1679.6468729760647,1682.0031115081024,1684.313214764359,1686.5780869866055,1688.7986145435357,1690.9756663087674,1693.1100940268116,1695.2027326680086,1697.254400773285,1699.2659007894622,1701.2380193957495,1703.1715278219613,1705.0671821589349,1706.9257236615585,1708.747879044771,1710.5343607728503,1712.2858673422759,1714.0030835584143,1715.6866808062555,1717.337317315402,1718.9556384195016,1720.5422768102871,1722.0978527863865,1723.6229744970435,1725.1182381808867,1726.5842283998732,1728.0215182685258,1729.4306696785777,1730.8122335191308,1732.16674989243,1733.494748325353,1734.796747976707,1736.0732578404263,1737.3247769447544,1738.551794547497,1739.754790327428,1740.9342345719283,1742.090588360931,1743.2243037472542,1744.3358239333893,1745.4255834448186,1746.494008299931,1747.5415161766052,1748.5685165755242,1749.5754109802886,1750.5625930143913,1751.5304485951153,1752.4793560844157,1753.4096864368446,1754.3218033445803,1755.2160633796132,1756.0928161331476,1756.9524043522733,1757.7951640739611,1758.6214247564324,1759.4315094079577,1760.225734713134,1761.0044111566863,1761.767843144848,1762.516329124364,1763.2501616991617,1763.9696277447415,1764.675008520324,1765.3665797788024,1766.0446118745447,1766.7093698690815,1767.3611136347276,1768.0000979561728,1768.6265726300855,1769.2407825627647,1769.8429678658815,1770.433363950345,1771.012201618332,1771.5797071535133,1772.1361024095145,1772.6816048966455,1773.2164278669304,1773.7407803974743,1774.2548674721975,1774.7588900619687,1775.2530452031715,1775.7375260747297,1776.2125220736273,1776.6782188889495,1777.1347985744721,1777.5824396198336,1778.0213170203097,1778.451602345225,1778.8734638050237,1779.2870663170281,1779.6925715699092,1780.0901380868947,1780.4799212877415,1780.8620735494922,1781.236744266044,1781.6040799065518,1781.9642240726848,1782.3173175547672,1782.6634983868146,1783.0029019004971,1783.335660778043,1783.6619051041082,1783.9817624166308,1784.295357756688,1784.6028137173787,1784.9042504917486,1785.1997859197766,1785.4895355344422,1785.7736126068903,1786.0521281907118,1786.3251911653579,1786.592908278704,1786.8553841887804,1787.1127215046856,1787.3650208266997,1787.6123807856118,1787.8548980812764,1788.0926675204175,1788.3257820536905,1788.5543328120193,1788.7784091422218,1788.9980986419378,1789.213487193874,1789.4246589993775,1789.6316966113525,1789.8346809665322,1790.0336914171198,1790.2288057618093,1790.4201002761988,1790.6076497426093,1790.7915274793183,1790.9718053692234,1791.1485538879417,1791.3218421313616,1791.4917378426542,1791.658307438756,1791.821616036333,1791.981727477236,1792.1387043534596,1792.2926080316097,1792.4434986768945,1792.5914352766438,1792.7364756633692,1792.8786765373732,1793.018093488913,1793.1547810199347,1793.2887925653774,1793.420180514064,1793.5489962291804,1793.6752900683553,1793.7991114033462,1793.9205086393404,1794.039529233878,1794.156219715404,1794.2706257014574,1794.3827919165053,1794.4927622094258,1794.6005795706506,1794.7062861489703,1794.8099232680129,1794.9115314423964,1795.011150393569,1795.1088190653363,1795.2045756390858,1795.2984575487121,1795.3905014952531,1795.4807434612349,1795.56921872474,1795.6559618731983
2,2,300,300.0,300.0,300.0,360.0,432.0,501.6,564.96,621.6,672.0576,717.1123200000001,757.5336960000001,794.0077056000001,827.1235584000001,857.3798952960001,885.1961720832,910.9244131737601,934.859843567616,957.2500649902081,978.3028275157402,998.1925595389624,1017.0658357785134,1035.0459492785299,1052.2367318098654,1068.725745377795,1084.5869480821038,1099.8829208332554,1114.6667272679065,1128.9834673162445,1142.8715749196554,1156.3639020758455,1169.488624436067,1182.2699978718229,1194.7289905782814,1206.8838112310332,1218.7503503300595,1230.3425490397738,1241.6727074747698,1252.7517424106925,1263.58940275428,1274.1944497325617,1284.5748076136867,1294.7376898135565,1304.6897044421473,1314.4369426750673,1323.985052777754,1333.3393021436086,1342.5046293181,1351.4856876558008,1360.2868819858372,1368.9123994345136,1377.3662353645439,1385.6522152322004,1393.7740130316408,1401.7351668853964,1409.5390922479141,1417.1890931121286,1424.6883715448087,1432.0400358227853,1439.2471073973645,1446.3125268768208,1453.2391591856142,1460.0297980328858,1466.6871698009913,1473.2139369466267,1479.6127009919057,1485.8860051700465,1492.0363367797265,1498.066129293303,1503.977764256703,1509.7735730126078,1515.4558382733917,1521.026795565971,1526.48863456711,1531.8435003447303,1537.0934945182485,1542.240676348874,1547.2870637690398,1552.2346343586753,1557.0853262748028,1561.841039139918,1566.503634893754,1571.0749386123182,1575.5567392974876,1579.9507906399504,1584.2588117578616,1588.4824879132293,1592.6234712077553,1596.6833812596085,1600.6638058623992,1604.5663016274568,1608.392394610361,1612.1435809225577,1615.8213273287906,1619.4270718309886,1622.9622242391792,1626.428166729938,1629.8262543928283,1633.1578157652443,1636.4241533560341,1639.6265441582439,1642.7662401513014,1645.8444687929307,1648.862433501071,1651.8213141260578,1654.722267413303,1657.5664274567057,1660.3549061430097,1663.0887935873118,1665.769158559921,1668.3970489047574,1670.9734919494738,1673.4994949074755,1675.9760452720107,1678.404111202493,1680.7846419032214,1683.1185679946495,1685.4068018773567,1687.6502380888694,1689.8497536534776,1692.0062084251838,1694.1204454239248,1696.1932911651995,1698.2255559832329,1700.2180343478046,1702.17150517487,1704.086732131091,1705.964463932403,1707.8054346367321,1709.6103639309763,1711.3799574123682,1713.1149068643251,1714.8158905268983,1716.4835733619243,1718.1186073129854,1719.721631560278,1721.293272770492,1722.8341453417968,1724.3448516440294,1725.8259822541818,1727.2781161872754,1728.7018211227173,1730.0976536262228,1731.4661593673943,1732.8078733330399,1734.1233200363158,1735.4130137217735,1736.6774585663934,1737.9171488766815,1739.1325692819091,1740.3241949235671,1741.4924916411132,1742.637916154081,1743.7609162406252,1744.8619309125702,1745.9413905870329,1746.9997172546837,1748.037324644715,1749.05461838658,1750.0519961685638,1751.0298478932514,1751.9885558299509,1752.9284947641333,1753.8500321439476,1754.7535282238648,1755.6393362055128,1756.5078023757517,1757.3592662420479,1758.1940606651958,1759.0125119894435,1759.8149401700693,1760.601658898461,1761.3729757247463,1762.1291921780235,1762.8706038842365,1763.5975006817444,1764.3101667346261,1765.008880643769,1765.6939155557811,1766.3655392697715,1767.0240143420413,1767.6695981887228,1768.3025431864123,1768.9230967708293,1769.5315015335475,1770.1279953168296,1770.7128113066067,1771.2861781236372,1771.8483199128814,1772.3994564311247,1772.9398031328883,1773.4695712546547,1773.988967897447,1774.4981961077901,1774.9974549570873,1775.4869396194422,1775.966841447959,1776.4373480495462,1776.8986433582584,1777.3509077072003,1777.7943178990254,1778.229047275051,1778.6552657830239,1779.073140043557,1779.4828334152658,1779.8845060586295,1780.2783149986033,1780.6644141860024,1781.042954557687,1781.414084095566,1781.7779478844495,1782.1346881687641,1782.4844444081618,1782.827353332038,1783.163548992983,1783.4931628191866,1783.8163236658177,1784.1331578653962,1784.4437892771812,1784.74833933559,1785.04692709767,1785.339669289643,1785.626680352535,1785.908072486915,1786.1839556967577,1786.454437832446,1786.7196246329345,1786.9796197670835,1787.2345248741876,1787.4844396037095,1787.7294616542347,1787.969686811665,1788.205208986664,1788.4361202513694,1788.662510875386,1788.8844693610758,1789.1020824781544,1789.3154352976132,1789.5246112249752,1789.7296920329002,1789.9307578931528,1790.1278874079433,1790.321157640656,1790.5106441459748,1790.6964209994192,1790.8785608263038,1791.057134830129,1791.2322128204153,1791.4038632399959,1791.5721531917711,1791.7371484649411
3,3,300,300.0,300.0,300.0,300.0,312.0,333.6,360.96000000000004,391.20000000000005,422.49600000000004,453.78432000000004,484.48665600000004,514.3174656,543.1609344,570.99574272,597.8503114752,623.77680101376,648.836405231616,673.091340484608,696.6007408754689,719.4187902092575,741.5941011094635,763.1697612894477,784.1837116490987,804.6692660289932,824.6556678955225,844.1686290086797,863.2308237121995,881.8623285567796,900.0810057013554,917.9028330175231,935.3421858745783,952.412076282925,969.124355050149,985.489882219438,1001.5186705198278,1017.2200059751987,1032.6025492536003,1047.6744208190366,1062.4432724856592,1076.916347571307,1091.1005315005448,1105.002394411623,1118.6282270711167,1131.9840711884726,1145.0757450447097,1157.9088652000796,1170.4888649202264,1182.8210098554775,1194.910411420112,1206.7620382450446,1218.380726015988,1229.7711859578642,1240.9380121833758,1251.8856880878436,1262.6185919424988,1273.1410018134338,1283.45709991254,1293.5709764693293,1303.486633197971,1313.2079864217112,1322.7388699066842,1332.0830374486347,1341.244165248984,1350.2258541107444,1359.0316314798476,1367.6649533533111,1376.1292060722164,1384.4277080145898,1392.5637112008596,1400.5404028225528,1408.3609067032085,1416.0282846990763,1423.545538045991,1430.9156086578314,1438.1413803811463,1445.2256802098404,1452.1712794632401,1458.9808949303706,1465.657189982876,1472.2027756586722,1478.6202117181392,1484.9120076744189,1491.0806237991872,1497.1284721050984,1503.0579173059564,1508.8712777555536,1514.5708263660088,1520.1587915063585,1525.6373578820778,1531.0086673961491,1536.274819992243,1541.4378744805304,1546.4998493466094,1551.4627235439953,1556.328437270594,1561.0988927295564,1565.7759548748866,1570.3614521421616,1574.8571771647028,1579.26488747552,1583.5863061953469,1587.823122707062,1591.976993316789,1596.0495419019544,1600.042360546576,1603.957010164045,1607.795021107657,1611.557893769144,1615.2470991654463,1618.8640795139659,1622.4102487965265,1625.8869933122735,1629.2956722197257,1632.637618068202,1635.914137318829,1639.1265108553373,1642.2759944848488,1645.3638194288512,1648.3911928045545,1651.3592980968183,1654.2692956208339,1657.1223229757468,1659.9194954893937,1662.6619066543303,1665.3506285553203,1667.986712288454,1670.57118837206,1673.1050671495695,1675.5893391844959,1678.0249756476765,1680.412928696936,1682.754131849314,1685.0495003460064,1687.2999315101604,1689.5063050976653,1691.6694836410754,1693.790312786799,1695.8696216256862,1697.9082230171455,1699.906913906912,1701.8664756385979,1703.787674259141,1705.6712608182752,1707.5179716621356,1709.328528721118,1711.1036397921016,1712.8439988151463,1714.5502861447733,1716.2231688159354,1717.8633008047786,1719.4713232843005,1721.0478648750016,1722.593541890631,1724.1089585791217,1725.594707358806,1727.0513690500095,1728.4795131021096,1729.879697816149,1731.252470563091,1732.5983679978024,1733.9179162688456,1735.2116312241665,1736.4800186127518,1737.723574282342,1738.9427843732708,1740.1381255085116,1741.3100649800017,1742.459060931321,1743.5855625367915,1744.6900101770732,1745.7728356113205,1746.834462145969,1747.8753048002175,1748.895770468271,1749.8962580784057,1750.877158748923,1751.8388559410469,1752.78172560883,1753.7061363461244,1754.6124495306758,1755.5010194653955,1756.372193516867,1757.2263122511413,1758.0637095668744,1758.8847128258567,1759.689642980988,1760.4788147017468,1761.2525364972034,1762.0111108366248,1762.754834267718,1763.483997532559,1764.1988856812516,1764.8997781833616,1765.5869490371692,1766.2606668767826,1766.9211950771542,1767.5687918570409,1768.2037103799503,1768.8261988531078,1769.4365006244882,1770.0348542779477,1770.621493726492,1771.19664830372,1771.7605428534766,1772.3133978177505,1772.8554293228501,1773.386849263895,1773.90786538765,1774.4186813737397,1774.919496914273,1775.410507791907,1775.891905956386,1776.3638795995773,1776.826613229043,1777.280287740167,1777.7250804868743,1778.1611653509613,1778.5887128100726,1779.0078900043445,1779.4188608017457,1779.8217858621365,1780.2168227000761,1780.6041257463996,1780.9838464085885,1781.3561331299607,1781.7211314477004,1782.0789840497534,1782.4298308306074,1782.7738089459808,1783.1110528664403,1783.4416944299696,1783.7658628935083,1784.0836849834818,1784.3952849453426,1784.7007845921412,1785.000303352146,1785.2939583155307,1785.5818642801494,1785.864133796413,1786.1408772112884,1786.4122027114374,1786.6782163655084,1786.9390221656022,1787.194722067925,1787.445416032647,1787.691202062978,1787.9321762434806,1788.1684327776327,1788.400064024653,1788.6271605356076
4,4,300,300.0,300.0,300.0,300.0,300.0,302.4,308.15999999999997,317.28,329.376,343.96799999999996,360.593664,378.8445696,398.372352,418.88443392,440.13689855999996,461.92720994304,484.087643160576,506.47961793331206,528.9889009041408,551.5215753805824,574.0006673403346,596.3633250986203,618.5584633878046,640.5447960128379,662.2891932747269,683.765310701703,704.9524443793933,725.8345755201934,746.399573063894,766.6385282444761,786.545199354823,806.1155485301472,825.3473553684618,844.2398947097918,862.7936679864505,881.0101793026319,898.8917488596124,916.4413575604943,933.662517645277,950.5591650562415,967.1355699427944,983.3962623071578,999.3459702868662,1014.9895689830638,1030.3320380885145,1045.3784268572847,1060.1338251986083,1074.603339878326,1088.7920749790492,1102.705115910293,1116.3475163768132,1129.7242878110862,1142.8403908574498,1155.700728563567,1168.3101409917583,1180.6734010102696,1192.7952110642182,1204.6802007590823,1216.3329251172786,1227.7578633914661,1238.959418337507,1249.9419158661294,1260.7096050057783,1271.2666581203782,1281.6171713351068,1291.7651651311025,1301.7145850765737,1311.4693026672257,1321.0331162534821,1330.4097520357766,1339.6028651123643,1348.6160405667551,1357.4527945840744,1366.1165755875068,1374.6107653875147,1382.9386803378052,1391.1035724930925,1399.1086307645928,1406.9569820699307,1414.6516924747616,1422.1957683239227,1429.5921573603612,1436.8437498304422,1443.9533795745367,1450.9238251020374,1457.7578106501542,1464.4580072260105,1471.0270336317049,1477.4674574721134,1483.7817961453113,1489.9725178155622,1496.0420423688984,1501.9927423513575,1507.8269438899956,1513.5469275968208,1519.1549294558254,1524.6531416933208,1530.0437136317844,1535.3287525274575,1540.5103243919305,1545.590454797968,1550.5711296698282,1555.4542960583335,1560.2418629009587,1564.9357017671932,1569.537647589444,1574.0494993797388,1578.4730209324882,1582.809941513569,1587.061956535978,1591.230728222314,1595.3178862543323,1599.3250284098224,1603.253721187046,1607.1055004169784,1610.8818718635828,1614.5843118123532,1618.21426764735,1621.7731584169496,1625.2623753885302,1628.6832825923075,1632.037217354529,1635.325490820238,1638.5493884658067,1641.71017060144,1644.8090728638467,1647.8473066992651,1650.8260598370387,1653.7464967539188,1656.6097591292826,1659.4169662914376,1662.169215655192,1664.8675831508583,1667.51312364486,1670.1068713521029,1672.6498402402765,1675.143024426238,1677.5873985646392,1679.9839182289418,1682.3335202849778,1684.6371232571946,1686.89562768773,1689.1099164884579,1691.2808552861432,1693.4092927608378,1695.4960609776524,1697.5419757120346,1699.5478367686758,1701.5144282941785,1703.4425190835993,1705.3328628809925,1707.1861986740698,1709.00325098309,1710.7847301440945,1712.5313325865968,1714.2437411058363,1715.9226251297016,1717.5686409804287,1719.1824321311744,1720.7646294575698,1722.3158514843444,1723.8367046271264,1725.3277834295072,1726.7896707954637,1728.2229382172327,1729.6281459987224,1731.0058434745517,1732.3565692247987,1733.680851285548,1734.9792073553137,1736.2521449974226,1737.5001618384347,1738.7237457626786,1739.92337510298,1741.099518827654,1742.252636723839,1743.3831795772396,1744.4915893483512,1745.5782993452347,1746.6437343929085,1747.6883109994249,1748.7124375186934,1749.716514310119,1750.700933895113,1751.66608111054,1752.612333259163,1753.5400602571392,1754.4496247786321,1755.3413823975907,1756.2156817267523,1757.0728645539261,1757.9132659756062,1758.7372145279714,1759.5450323153182,1760.3370351359802,1761.1135326057833,1761.8748282790825,1762.6212197674295,1763.3529988559173,1764.070451617248,1764.7738585235654,1765.4634945561,1766.1396293126663,1766.8025271130566,1767.4524471023703,1768.0896433523214,1768.714364960562,1769.3268561480616,1769.9273563545792,1770.5161003322676,1771.093318237445,1771.6592357205675,1772.2140740144448,1772.7580500207239,1773.2913763946835,1773.8142616283658,1774.3269101320825,1774.8295223143239,1775.3222946601047,1775.8054198077753,1776.2790866243288,1776.7434802792352,1777.198782316829,1777.6451707272797,1778.0828200161734,1778.5119012727312,1778.9325822366936,1779.3450273638944,1779.7493978905502,1780.145851896293,1780.5345443659678,1780.9156272502205,1781.2892495248989,1781.6555572492923,1782.0146936232297,1782.366799043061,1782.7120111565412,1783.050464916641,1783.3822926343037,1783.7076240301697,1784.0265862852868,1784.3393040908295,1784.6458996968443,1784.9464929600404,1785.2412013906448,1785.5301401983409,1785.8134223373065,1786.0911585503711,1786.3634574123084,1786.6304253722808
